Tax ID,Active Per Last Reported Status,Last Reported Active Date,Officer First Name,Officer Last Name,Officer Race,Officer Gender,Current Rank Abbreviation,Current Rank,Current Command,Shield No,Total Complaints,Total Substantiated Complaints
911545,No,01/07/2013 05:26:26 PM,Jose,Morales,Hispanic,Male,POM,Police Officer,TB SOD,03604,0,0
911546,No,02/08/2001 06:12:23 PM,Owen,Murphy,White,Male,POM,Police Officer,LEG BUR,05341,0,0
911547,No,06/02/2017 09:36:00 AM,Thomas,Murphy,White,Male,POM,Police Officer,TB SOD,09003,0,0
911548,No,01/07/2013 05:26:26 PM,Hasan,Naqvi,Asian,Male,DT3,Detective,108 DET,07208,0,0
911549,No,04/05/2022 09:01:32 AM,William,Oconnor,White,Male,DT1,Detective,WARRSEC,03489,0,0
911550,No,10/01/2012 05:07:21 PM,Dwayne,Ortiz,Hispanic,Male,POM,Police Officer,TB DT12,09462,1,0
911551,No,03/04/2013 02:07:11 PM,Vincent,Papasodero,White,Male,DTS,Detective,ESS 09,02499,0,0
911552,No,02/02/2015 01:52:49 PM,Ronald,Pino,Black,Male,DT1,Detective,030 DET,02918,0,0
911553,No,01/07/2013 05:26:26 PM,Pedro,Reyes,Hispanic,Male,POM,Police Officer,TB CAN,10634,2,0
911554,No,12/03/2013 09:52:26 AM,Robert,Riccardi,White,Male,POM,Police Officer,TB DT12,10672,0,0
911555,No,03/29/2013 09:33:58 AM,Ricardo,Rivera,Hispanic,Male,DT3,Detective,DB HATE,03461,1,0
911556,No,01/07/2013 05:26:26 PM,Roque,Rivera,Hispanic,Male,POM,Police Officer,TB DT33,05081,1,0
911557,No,11/04/2015 01:13:03 PM,Wayne,Roberson,Black,Male,POM,Police Officer,TB DT03,05092,1,0
911558,No,02/04/2013 01:59:28 PM,Santos,Roman,Hispanic,Male,SGT,Sergeant,009 PCT,03275,2,0
911559,No,01/07/2013 05:26:26 PM,Gerald,Rooney,Black,Male,POM,Police Officer,TB DT03,11296,0,0
911560,No,02/08/2001 06:12:23 PM,Carlos,Rosado,Black,Male,POM,Police Officer,H BX/Q,11313,0,0
911561,No,01/07/2013 05:26:26 PM,Steve,Sanchez,Hispanic,Male,POM,Police Officer,TB DT03,05327,4,0
911563,No,08/01/2018 11:55:57 AM,Theresa,Scudero,White,Female,CPT,Captain,PB CAS,00000,0,0
911564,No,01/07/2013 05:26:26 PM,William,Seewald,White,Male,POM,Police Officer,PSA 2,11862,0,0
911566,No,01/02/2019 12:07:47 PM,Renee,Small,Black,Female,DT3,Detective,NARCBQS,04300,0,0
911567,No,01/07/2013 05:26:26 PM,Randy,Smith,Black,Male,POM,Police Officer,TB DT04,12288,0,0
911568,No,06/28/2010 12:10:16 PM,Nicholas,Soldano,White,Male,POM,Police Officer,TB DT32,12405,4,0
911569,No,01/07/2013 05:26:26 PM,Wayne,Swann,Black,Male,POM,Police Officer,TB DT03,12697,0,0
911570,No,06/24/2009 02:14:42 PM,Venisia,Bland,Black,Female,POF,Police Officer,H BX/Q,12753,0,0
911571,No,02/08/2001 06:12:23 PM,Anissa,Taylor,Black,Female,POF,Police Officer,TB DT30,12801,0,0
911572,No,11/16/2007 04:09:10 PM,Joseph,Torres,Hispanic,Male,POM,Police Officer,SPL TRN,13086,0,0
911573,No,06/11/2014 04:03:34 PM,Makeba,Toussaint,Black,Female,SGT,Sergeant,069 PCT,04199,0,0
911574,No,04/19/2000 05:41:39 PM,Edward,Tucker,White,Male,POM,Police Officer,TD DT20,13188,1,0
911575,No,02/01/2016 02:15:31 PM,Nicholas,Ursini,White,Male,LT,Lieutenant,069 PCT,00000,1,0
911577,No,03/05/2008 01:00:29 PM,David,Velez,Hispanic,Male,DT3,Detective,FLT SVC,00060,4,0
911578,No,05/01/2018 11:44:46 AM,Eric,Velez,Hispanic,Male,DT2,Detective,INT UOU,03430,1,0
911579,No,01/04/2023 10:52:01 AM,Kenneth,Walls,Black,Male,PO,Police Officer,CW TRAFF TF,13710,1,0
911580,No,02/02/2015 01:52:49 PM,Jerome,Wardrope,Black,Male,SGT,Sergeant,042 PCT,02786,0,0
911581,No,02/08/2001 06:12:23 PM,John,Watson,Black,Male,DT3,Detective,SATNOPS,06156,0,0
911583,No,03/29/2013 09:33:58 AM,Morris,Wilson,Black,Male,CPT,Captain,020 PCT,00000,0,0
911584,No,07/01/2011 01:28:44 PM,Giovanni,Zegarelli,White,Male,POM,Police Officer,TB DT03,14389,2,0
911585,No,03/05/2014 01:46:24 PM,Joann,Mcallister,Black,Female,POF,Police Officer,BKLN CT,03919,0,0
911586,No,03/20/2008 02:35:09 PM,William,Demauro,White,Male,POM,Police Officer,TB DT23,13558,0,0
911587,No,08/02/2024 08:50:25 AM,Trevor,Reynolds,Black,Male,PO,Police Officer,TB,10661,1,0
911588,No,05/14/2012 12:03:16 PM,Arleen,Morales,Hispanic,Female,POF,Police Officer,DB BX,08796,0,0
911589,No,01/02/2018 11:31:17 AM,Manuel,Soto,Hispanic,Male,DTS,Detective,DB SVD,06154,1,0
911590,No,05/01/2014 04:23:18 PM,David,Abel,White,Male,SDS,Sergeant,INT PSS,00124,0,0
911591,No,10/01/2013 04:48:29 PM,Lawrence,Abenanti,White,Male,POM,Police Officer,QM SEC,00116,1,0
911592,No,10/11/2016 10:51:47 AM,Denny,Acosta,Hispanic,Male,DT2,Detective,033 DET,07391,2,0
911593,No,06/26/2000 05:46:32 PM,Vincent,Adell,Black,Male,POM,Police Officer,TD DT03,00279,0,0
911594,No,12/03/2007 03:51:44 PM,Andre,Allen,Black,Male,LT,Lieutenant,079 PCT,00000,7,0
911595,No,05/21/2010 01:28:22 PM,Erick,Almodovar,Hispanic,Male,POM,Police Officer,SPL TRN,00452,1,0
911596,No,07/25/2013 04:54:53 PM,Klebel,Almonte,Hispanic,Male,POM,Police Officer,TB DT02,00455,0,0
911598,No,11/04/2015 01:13:03 PM,Edwin,Andujar,Hispanic,Male,POM,Police Officer,TB DT12,01180,0,0
911599,No,11/04/2015 01:13:03 PM,Charles,Arthur,Black,Male,POM,Police Officer,BKLN CT,00606,3,0
911600,No,02/08/2001 06:12:23 PM,Patricia,Ashford,Black,Female,POF,Police Officer,TB DT30,01200,0,0
911601,No,07/29/2008 01:53:10 PM,Candiace,Baker,Black,Female,DT3,Detective,I.A.B.,00985,0,0
911602,No,12/02/2019 12:43:11 PM,Omally,Benfield,Black,Male,LT,Lieutenant,H BKLYN,00000,2,1
911603,No,11/03/2014 03:29:46 PM,Felix,Benitez,Hispanic,Male,POM,Police Officer,TB DT34,01238,2,0
911605,No,02/08/2001 06:12:23 PM,Derwin,Blanks,Black,Male,POM,Police Officer,TB DT03,01243,0,0
911607,No,02/04/2013 01:59:28 PM,Christophe,Bollerman,White,Male,DT2,Detective,103 DET,07232,0,0
911608,No,09/04/2018 11:46:16 AM,Paul,Briscoe,White,Male,SDS,Sergeant,INT CIS,03069,0,0
911609,No,06/01/2020 10:45:34 AM,Jordan,Brofsky,Hispanic,Male,LT,Lieutenant,GANG SI,00000,3,0
911610,No,07/25/2013 04:54:53 PM,Carl,Brown,Black,Male,POM,Police Officer,TB DT01,00391,1,0
911611,No,12/03/2013 09:52:26 AM,Sharon,Brown,Black,Female,POF,Police Officer,070 PCT,00476,3,0
911612,No,03/29/2013 09:33:58 AM,Frank,Brucato,White,Male,POM,Police Officer,PSA 8,00639,0,0
911613,No,09/01/2017 12:56:41 PM,Edward,Bullock,White,Male,LT,Lieutenant,010 PCT,00000,4,0
911614,No,07/03/2014 02:17:21 PM,Harley,Bundy,Black,Male,POM,Police Officer,TB DT23,00751,2,0
911616,No,12/02/2019 12:43:11 PM,Henry,Cabanilla,Hispanic,Male,LT,Lieutenant,TRB TED,00000,1,0
911617,No,06/11/2014 04:03:34 PM,Victor,Cabassa,Hispanic,Male,DT3,Detective,DA NY,00326,0,0
911618,No,10/02/2014 09:05:07 AM,David,Calla,White,Male,DT2,Detective,INT OAS,05890,0,0
911619,No,02/08/2001 06:12:23 PM,David,Capellini,White,Male,DTS,Detective,TB DT02,06970,2,0
911620,No,07/25/2013 04:54:53 PM,Peter,Cappuccilli,White,Male,DT2,Detective,I.A.B.,03424,0,0
911622,Yes,08/03/2026 03:51:12 PM,Shirley,Chambers,Black,Female,DT1,Detective,DA BKLN,01948,0,0
911623,No,06/01/2020 10:45:34 AM,Vincent,Chin,Asian,Male,SSA,Sergeant,P C O,04716,0,0
911624,No,07/25/2013 04:54:53 PM,John,Clark,White,Male,POM,Police Officer,S O D,07128,1,0
911625,No,07/25/2013 04:54:53 PM,Selwdyn,Close,Black,Male,POM,Police Officer,TB DT01,07334,1,0
911626,No,07/25/2013 04:54:53 PM,Frank,Colesanti,White,Male,POM,Police Officer,PBMS SU,07537,0,0
911627,No,02/08/2001 06:12:23 PM,Lisa,Collins,White,Female,POF,Police Officer,TB Q/TF,07672,0,0
911629,No,11/21/2000 10:27:16 AM,John,Conenna,White,Male,DTS,Detective,PBBS SC,06693,0,0
911630,No,03/01/2023 03:17:30 PM,Ian,Constantine,Black,Male,LT SA,Lieutenant,TD 4,00000,0,0
911631,No,04/20/2005 01:40:03 PM,Joan,Coleman,Hispanic,Female,POF,Police Officer,BKLN CT,08866,0,0
911632,No,10/01/2013 04:48:29 PM,Caroline,Cora,Hispanic,Female,POF,Police Officer,TB DT02,09108,0,0
911633,No,04/01/2021 09:12:26 AM,Thomas,Correa,Hispanic,Male,LT,Lieutenant,047 PCT,00000,1,0
911634,No,08/01/2018 11:55:57 AM,Raymond,Cotton,Black,Male,LT,Lieutenant,023 PCT,00000,9,0
911636,No,04/19/2000 05:51:39 PM,Stephanie,Cutler,Black,Female,POF,Police Officer,TD DT32,01549,0,0
911637,No,04/01/2021 09:12:26 AM,Richard,Dacosta,Hispanic,Male,POM,Police Officer,TB DT12,11635,1,0
911638,No,07/25/2013 04:54:53 PM,James,Daly,White,Male,POM,Police Officer,072 PCT,11815,5,0
911639,No,06/26/2000 05:46:32 PM,Paul,Darge,White,Male,POM,Police Officer,TB Q/TF,01576,0,0
911640,No,07/25/2013 04:54:53 PM,Michelle,Davismatlock,Black,Female,DT3,Detective,I.A.B.,01248,0,0
911642,No,07/25/2013 04:54:53 PM,Jose,Delarosa,Hispanic,Male,POM,Police Officer,CW T TF,12912,1,0
911643,No,07/25/2013 04:54:53 PM,Nicholas,Dellipaoli,White,Male,POM,Police Officer,TB DT02,13039,2,0
911644,No,07/25/2013 04:54:53 PM,Geraldo,Delvalle,Hispanic,Male,POM,Police Officer,CW T TF,13289,0,0
911645,No,08/01/2018 11:55:57 AM,Joseph,Demarco,White,Male,SGT,Sergeant,102 PCT,01347,4,1
911646,No,07/25/2013 04:54:53 PM,John,Denton,Black,Male,POM,Police Officer,TB H/O,13835,0,0
911647,No,12/02/2019 12:43:11 PM,Louis,Derespiris,White,Male,DT2,Detective,F.T.S.,05810,0,0
911648,No,07/25/2013 04:54:53 PM,Elwood,Dexter,White,Male,POM,Police Officer,123 PCT,14283,2,0
911649,No,12/02/2019 12:43:11 PM,Ricardo,Diaz,Hispanic,Male,POM,Police Officer,PB CAD,14426,0,0
911650,No,02/08/2001 06:12:23 PM,Vicki,Diggs,Black,Female,POF,Police Officer,TB,14623,0,0
911651,No,09/10/2008 11:42:41 AM,John,Dineen,White,Male,POM,Police Officer,TB DT11,14907,2,0
911652,No,02/22/2006 07:44:57 AM,Eric,Doran,White,Male,POM,Police Officer,073 PCT,15712,2,1
911653,No,07/25/2013 04:54:53 PM,Corey,Durney,White,Male,SDS,Sergeant,INT OAS,05149,0,0
911654,No,06/02/2006 12:06:05 PM,Amelia,Edwards,Black,Female,POF,Police Officer,BKLN CT,16250,0,0
911656,No,12/21/2009 12:05:01 PM,Jacqueline,Pineiro,Hispanic,Female,POF,Police Officer,TB DT02,02763,2,0
911658,No,02/08/2001 06:12:23 PM,Joseph,Faraci,White,Male,POM,Police Officer,060 PCT,01783,0,0
911659,No,02/08/2001 06:12:23 PM,Richard,Farrakhan,Hispanic,Male,DT3,Detective,FLT SVC,06082,0,0
911661,No,12/17/2007 02:11:07 PM,Harold,Fellrath,White,Male,POM,Police Officer,102 PCT,01625,1,0
911662,No,08/02/2022 02:13:34 PM,Kyle,Ferguson,White,Male,PO,Police Officer,111 PCT,17874,2,0
911663,No,07/25/2013 04:54:53 PM,Salvator,Ferraro,White,Male,POM,Police Officer,TB DT03,09602,1,0
911664,No,03/05/2014 01:46:24 PM,John,Fitzpatrick,White,Male,LCD,Lieutenant,046 DET,00000,6,0
911665,No,03/01/2005 03:47:49 PM,Francisco,Flores,Hispanic,Male,POM,Police Officer,TB DT32,18874,1,0
911666,No,03/02/2015 04:20:01 PM,Richard,France,Black,Male,POM,Police Officer,YTH SS,01890,0,0
911667,No,12/01/2016 11:37:54 AM,Gregory,Frazier,Black,Male,POM,Police Officer,TB,19661,0,0
911668,No,03/29/2013 09:33:58 AM,Gaetano,Fundaro,White,Male,POM,Police Officer,041 PCT,20112,7,0
911669,No,02/08/2001 06:12:23 PM,John,Garcia,Hispanic,Male,POM,Police Officer,ID SECT,20902,0,0
911670,No,08/01/2018 11:55:57 AM,Lawrence,Gaylor,Black,Male,POM,Police Officer,TB DT33,01899,4,0
911671,No,02/08/2001 06:12:23 PM,Thomas,Gillan,White,Male,POM,Police Officer,ESS 09,02133,0,0
911672,No,04/19/2000 05:51:39 PM,Rodney,Glover,Black,Male,DT3,Detective,NARCBBN,00829,0,0
911673,No,06/02/2015 10:15:18 AM,Donald,Gordon,White,Male,SGT,Sergeant,001 PCT,00515,0,0
911674,No,09/01/2017 12:56:41 PM,Elisha,Green,Black,Female,POF,Police Officer,TB,23581,0,0
911675,No,03/22/2005 04:41:43 PM,Peter,Greves,White,Male,POM,Police Officer,MAN CT,23839,0,0
911676,No,10/18/2007 10:10:55 AM,Randall,Griffin,Black,Male,POM,Police Officer,TB Q/TF,23867,0,0
911677,No,08/01/2018 11:55:57 AM,Steven,Grupinski,White,Male,POM,Police Officer,PROPCLK,24194,0,0
911678,No,07/25/2013 04:54:53 PM,Angel,Guerrero,Hispanic,Male,POM,Police Officer,TB DT03,24226,0,0
911679,No,02/08/2001 06:12:23 PM,Jolie,Hamner,Hispanic,Female,POF,Police Officer,TB DT01,24636,0,0
911680,No,07/25/2013 04:54:53 PM,Troy,Hampton,Black,Male,POM,Police Officer,TB DT03,24749,0,0
911681,No,12/04/2008 12:41:20 PM,Roy,Hansen,White,Male,POM,Police Officer,TB DT34,24919,0,0
911682,No,07/07/2015 01:04:02 PM,Scott,Hassler,White,Male,DTS,Detective,CTERRDV,7100,1,0
911683,No,08/01/2018 11:55:57 AM,David,Hernandez,Hispanic,Male,POM,Police Officer,083 PCT,26287,0,0
911684,No,09/04/2018 11:46:16 AM,Geoffrey,Hernandez,Hispanic,Male,DT3,Detective,DA BKLN,07275,11,0
911687,No,11/04/2015 01:13:03 PM,Vincent,Hill,Black,Male,DT2,Detective,INT CIS,04198,0,0
911688,No,01/02/2018 11:31:17 AM,Troy,Hiller,Black,Male,DT1,Detective,I.A.B.,07993,0,0
911689,No,06/19/2008 02:31:59 PM,Mordicie,Hilliard,Black,Female,POF,Police Officer,TB Q/TF,28258,0,0
911690,No,10/19/2005 08:50:44 AM,Robert,Holligan,Black,Male,POM,Police Officer,TB DT04,28545,2,0
911691,No,08/02/2021 08:58:04 AM,Laurence,Hood,Black,Male,DT2,Detective,INT CIS,00467,0,0
911692,No,10/02/2018 06:55:00 AM,Kevin,Hui,Asian,Male,DT1,Detective,DB CEIS,05808,0,0
911694,No,03/01/2021 10:57:30 AM,Brian,Ilund,White,Male,DT2,Detective,WARRSEC,00113,10,0
911695,No,01/06/2014 11:10:57 AM,Sidney,Imbert,Black,Male,POM,Police Officer,TB BKTF,30277,1,0
911697,No,07/25/2013 04:54:53 PM,Clero,Jackson,Black,Male,POM,Police Officer,TB DT11,31429,0,0
911698,No,11/03/2014 03:29:46 PM,Terry,Jamison,Black,Male,POM,Police Officer,023 PCT,02528,2,0
911699,No,07/25/2013 04:54:53 PM,Frank,Jones,White,Male,POM,Police Officer,PROPCLK,05056,1,0
911700,No,01/12/2015 08:58:20 AM,Harold,Jones,Black,Male,LT,Lieutenant,081 PCT,00000,1,0
911701,No,03/29/2013 09:33:58 AM,Charles,Juarbe,Hispanic,Male,POM,Police Officer,TB DT11,05352,3,0
911702,No,07/25/2013 04:54:53 PM,Darrell,Kelley,Black,Male,POM,Police Officer,TB,05608,0,0
911703,No,07/25/2013 04:54:53 PM,Christophe,Kinahan,White,Male,LT,Lieutenant,D C M B,00000,0,0
911704,No,07/25/2013 04:54:53 PM,Ronnie,King,Black,Male,DT3,Detective,041 DET,07205,1,0
911705,No,07/25/2013 04:54:53 PM,Fred,Klein,White,Male,POM,Police Officer,120 PCT,06321,0,0
911706,No,01/02/2018 11:31:17 AM,Rickie,Knapp,White,Male,SGT,Sergeant,SRG 3,02155,0,0
911707,No,09/10/2008 11:42:41 AM,Bryan,Kuhn,White,Male,POM,Police Officer,H MAN,06408,0,0
911708,No,06/14/2005 07:27:03 AM,Carlos,Kuper,Hispanic,Male,POM,Police Officer,MED DIV,06419,0,0
911709,No,11/20/2006 08:29:28 PM,Monica,Laburda,White,Female,POF,Police Officer,FLT SVC,06452,0,0
911710,No,07/01/2016 09:38:40 AM,Joseph,Lamanna,White,Male,POM,Police Officer,103 PCT,06505,0,0
911711,No,08/31/2011 12:15:24 PM,Terence,Lee,White,Male,POM,Police Officer,WARRSEC,06790,0,0
911714,No,08/01/2016 11:31:51 AM,Mayra,Liciaga,Hispanic,Female,POF,Police Officer,TB,06954,0,0
911716,No,07/01/2011 01:28:44 PM,Edward,Looney,White,Male,POM,Police Officer,TB DT02,07056,1,0
911717,No,07/25/2013 04:54:53 PM,Rosalind,Henry,White,Female,POF,Police Officer,DC DAO,25817,0,0
911718,No,07/25/2013 04:54:53 PM,Juan,Luna,Hispanic,Male,POM,Police Officer,TB DT01,07237,3,0
911719,No,09/02/2014 10:56:48 AM,Keith,Macias,Hispanic,Male,SGT,Sergeant,PBBS SU,01276,4,1
911720,No,09/01/2020 11:56:13 AM,Robert,Maguire,White,Male,LT,Lieutenant,105 PCT,00000,1,0
911721,No,06/01/2020 10:45:34 AM,Denise,Manigo,Black,Female,SGT,Sergeant,PB CAD,03939,0,0
911722,No,07/25/2013 04:54:53 PM,Eugene,Marcaida,Hispanic,Male,SGT,Sergeant,109 DET,02038,3,0
911723,No,07/25/2013 04:54:53 PM,Lisa,Marquez,Hispanic,Female,DT3,Detective,030 DET,00404,1,0
911724,No,02/08/2001 06:12:23 PM,Patrick,Martin,White,Male,POM,Police Officer,TB DT01,07649,0,0
911725,No,05/01/2015 12:37:29 PM,Tracy,Bacon,Black,Female,SGT,Sergeant,094 PCT,02064,0,0
911726,No,01/02/2019 12:24:36 PM,Edward,Martinez,Hispanic,Male,SGT,Sergeant,DET BUR,02013,4,0
911727,No,04/04/2023 11:30:11 AM,Raymond,Martinez,Hispanic,Male,DC,Chiefs and other ranks,OMAP,00000,0,0
911728,No,10/01/2013 04:48:29 PM,Donna,Mayo,Black,Female,POF,Police Officer,TB DT01,07861,1,0
911730,No,08/01/2018 11:55:57 AM,Jacqueline,Bourne,Black,Female,LSA,Lieutenant,PB CAS,00000,1,0
911731,No,10/01/2013 04:48:29 PM,Michael,Mcclernon,White,Male,SGT,Sergeant,100 PCT,00439,4,0
911732,No,07/25/2013 04:54:53 PM,Brian,Mcclernon,White,Male,POM,Police Officer,103 PCT,07931,14,1
911733,No,08/01/2016 11:31:51 AM,John,Mcgowan,White,Male,POM,Police Officer,TB DT32,08062,1,0
911734,No,07/25/2013 04:54:53 PM,William,Mckeon,White,Male,POM,Police Officer,TB DT01,08142,1,0
911735,No,02/08/2001 06:12:23 PM,Lauren,Mcknight,Black,Female,POF,Police Officer,TB DT11,02288,0,0
911736,No,05/01/2014 04:23:18 PM,Daniel,Mctiernan,White,Male,POM,Police Officer,TB VTF,08257,4,0
911737,No,06/02/2017 09:36:00 AM,Efrain,Medina,Hispanic,Male,DT3,Detective,DB SVD,07504,5,1
911738,No,07/25/2013 04:54:53 PM,Jose,Mercado,Hispanic,Male,POM,Police Officer,TB DT11,08395,1,0
911739,No,08/01/2014 10:21:08 AM,Joseph,Mesita,White,Male,DT3,Detective,DB RTCC,06234,2,0
911740,No,01/02/2018 11:31:17 AM,Todd,Metro,White,Male,DT1,Detective,CT LMSI,07042,0,0
911741,No,02/02/2026 11:31:25 AM,David,Miller,Asian,Male,DI,Deputy Inspector,SRG CMU,00000,0,0
911742,No,10/19/2005 08:50:44 AM,Dane,Mitchell,Black,Male,POM,Police Officer,TB DT34,08634,0,0
911743,No,10/02/2014 09:05:07 AM,Ronald,Moor,Black,Male,POM,Police Officer,067 PCT,08760,0,0
911744,No,10/19/2005 08:50:44 AM,Roberto,Morales,Hispanic,Male,DTS,Detective,ESS 06,02826,0,0
911745,No,11/01/2017 11:19:30 AM,Kilvio,Morel,Hispanic,Male,DT3,Detective,DBBX,00596,0,0
911746,No,02/08/2001 06:12:23 PM,Carl,Moreno,Hispanic,Male,POM,Police Officer,048 DET,08840,0,0
911748,No,11/03/2016 10:05:43 AM,Don,Mosher,White,Male,DT3,Detective,043 DET,04140,0,0
911750,No,07/25/2013 04:54:53 PM,Marcos,Munoz,Hispanic,Male,POM,Police Officer,TB M/TF,08963,4,1
911751,No,06/11/2014 04:03:34 PM,Michael,Nandoo,Black,Male,POM,Police Officer,TB LIAS,09081,0,0
911752,No,04/01/2015 10:37:13 AM,Peter,Nazario,Hispanic,Male,DT3,Detective,WARRSEC,00618,1,0
911753,No,02/08/2001 06:12:23 PM,Deric,Nelson,Black,Male,POM,Police Officer,TB DT33,09139,0,0
911754,No,02/08/2001 06:12:23 PM,Peter,Newen,Asian,Male,POM,Police Officer,TB DT02,09162,0,0
911755,No,09/02/2014 10:56:48 AM,Lissette,Nieves,Hispanic,Female,SGT,Sergeant,PBMN TF,04106,2,0
911756,No,06/02/2015 10:15:18 AM,Anthony,Novellino,White,Male,POM,Police Officer,TB DT20,09251,4,0
911757,No,02/08/2001 06:12:23 PM,Brendan,Oconnor,White,Male,POM,Police Officer,TB DT01,01199,0,0
911758,No,08/01/2018 11:55:57 AM,James,Odonnell,White,Male,DT1,Detective,INT BUR,06142,2,1
911759,No,07/25/2013 04:54:53 PM,Paul,Otoole,White,Male,POM,Police Officer,HARBOR,09572,0,0
911760,No,07/25/2013 04:54:53 PM,Jorge,Obregon,Hispanic,Male,POM,Police Officer,TB M/TF,02724,0,0
911761,No,08/01/2014 10:21:08 AM,Michael,Olivencia,Hispanic,Male,POM,Police Officer,F.T.S.,09408,0,0
911762,No,07/25/2013 04:54:53 PM,Sylvia,Ortega,Black,Female,POF,Police Officer,BX CT,09447,1,0
911764,No,06/26/2000 05:46:32 PM,Raymond,Osso,White,Male,POM,Police Officer,TD DT03,03063,0,0
911765,No,08/01/2018 11:55:57 AM,Juanita,Owensjohnson,Black,Female,POF,Police Officer,TB DT33,09594,0,0
911766,No,04/01/2025 10:25:24 AM,Nelson,Pabon,Hispanic,Male,DT1,Detective,STR FORCE,07335,5,0
911767,No,08/01/2018 11:55:57 AM,Mark,Padgett,Black,Male,LT,Lieutenant,PB CAS,00000,1,0
911768,No,12/01/2010 03:21:11 PM,Rafael,Pagan,Hispanic,Male,DTS,Detective,PSA 1,07418,1,0
911769,No,07/25/2013 04:54:53 PM,Rolando,Pastrana,Hispanic,Male,SGT,Sergeant,LDS TRN,04553,1,0
911770,No,07/23/2018 10:16:24 AM,Surinda,Patel,Asian,Male,LSA,Lieutenant,C A B,00000,14,0
911771,No,08/01/2018 11:55:57 AM,Dionisio,Payamps,Hispanic,Male,POM,Police Officer,TB DT32,02874,1,0
911772,No,02/08/2011 12:51:43 PM,Kevin,Pelley,White,Male,POM,Police Officer,TB M/TF,09869,3,0
911773,No,10/01/2012 05:07:21 PM,Jose,Pena,Hispanic,Male,SDS,Sergeant,DPT INV,02605,1,0
911775,No,07/25/2013 04:54:53 PM,Soraya,Batista,Hispanic,Female,POF,Police Officer,TB DT11,09923,0,0
911776,No,02/08/2001 06:12:23 PM,Joseph,Pipitone,White,Male,POM,Police Officer,TB DT01,10053,0,0
911777,No,07/25/2013 04:54:53 PM,Charles,Pitagno,White,Male,POM,Police Officer,HWY 01,10071,7,0
911778,No,07/01/2011 01:28:44 PM,Anthony,Prioleau,Black,Male,POM,Police Officer,HQ SEC,31365,0,0
911779,No,02/08/2001 06:12:23 PM,Clarence,Prior,Black,Male,POM,Police Officer,TB DT32,10243,1,1
911780,No,12/02/2019 12:43:11 PM,Louis,Recco,Hispanic,Male,DT1,Detective,DB CEIS,07340,1,0
911781,No,02/08/2001 06:12:23 PM,Lourdes,Flores,Hispanic,Female,POF,Police Officer,TB DT01,10628,0,0
911782,No,08/02/2021 08:58:04 AM,Thomas,Ricciardi,White,Male,SGT,Sergeant,BKLN CT,03929,1,0
911783,No,07/25/2013 04:54:53 PM,Ian,Ricketts,Black,Male,DT3,Detective,DB HATE,02241,1,0
911784,No,02/08/2001 06:12:23 PM,Ninette,Riley,Black,Female,POF,Police Officer,TB DT34,10754,0,0
911785,No,07/25/2013 04:54:53 PM,Alberto,Rivera,Hispanic,Male,POM,Police Officer,TB DT03,10776,3,0
911786,No,12/01/2011 01:27:01 PM,Francisc,Rivera,Hispanic,Male,POM,Police Officer,TB DT03,02856,3,0
911787,No,08/05/2020 11:02:32 AM,Jeffrey,Rivera,Hispanic,Male,DT2,Detective,E S U,07887,1,0
911788,No,09/02/2014 10:56:48 AM,Jaime,Rivera,Hispanic,Male,DT2,Detective,BKROBSQ,00513,1,0
911789,No,09/04/2018 11:46:16 AM,Jose,Rivera,Hispanic,Male,POM,Police Officer,TB DT20,27868,1,0
911790,No,07/25/2013 04:54:53 PM,Louis,Robinson,Black,Male,DT2,Detective,D-E T/F,03014,0,0
911791,No,08/01/2016 11:31:51 AM,Edgar,Robles,Hispanic,Male,DT3,Detective,INT EPU,00512,0,0
911792,No,05/01/2014 04:23:18 PM,Daniel,Rodriguez,Hispanic,Male,DTS,Detective,E S U,07546,4,0
911793,No,12/02/2019 12:43:11 PM,Esther,Rodriguez,Hispanic,Female,DTS,Detective,F.T.S.,3584,0,0
911794,No,12/02/2019 12:43:11 PM,Eric,Rodriguez,Hispanic,Male,POM,Police Officer,049 PCT,11095,1,1
911795,No,10/01/2015 01:01:34 PM,Wilberto,Rodriguez,Hispanic,Male,POM,Police Officer,TB H/O,02838,2,0
911796,No,11/03/2014 03:29:46 PM,David,Rolon,Hispanic,Male,SGT,Sergeant,TRP BUR,03742,0,0
911797,No,12/02/2019 12:43:11 PM,Carl,Root,White,Male,SSA,Sergeant,050 PCT,05183,4,2
911799,No,09/01/2020 11:56:13 AM,Francisco,Rosado,Hispanic,Male,LCD,Lieutenant,INT PSS,00000,3,0
911800,No,07/25/2013 04:54:53 PM,Paulino,Rosario,Hispanic,Male,POM,Police Officer,TB CAN,03114,3,0
911801,No,04/05/2022 09:01:32 AM,Kevin,Royall,Black,Male,SGT SA,Sergeant,PBBS,04014,1,1
911802,No,07/25/2013 04:54:53 PM,Jose,Ruiz,Hispanic,Male,POM,Police Officer,TB MANH,11434,0,0
911803,Yes,08/03/2026 03:51:12 PM,Raymond,Salamone,White,Male,PO,Police Officer,110 PCT,11491,6,0
911804,No,07/25/2013 04:54:53 PM,John,Santana,Hispanic,Male,POM,Police Officer,TB SOD,11632,1,0
911805,No,02/08/2001 06:12:23 PM,Michael,Santo,White,Male,POM,Police Officer,TB DT33,11712,0,0
911806,No,07/25/2013 04:54:53 PM,Helmut,Schmoll,White,Male,POM,Police Officer,TB VTF,03273,2,0
